id,time,values
1,09:52:29,1403
1,09:52:39,2441.2
1,09:52:49,1355.2
1,09:52:59,1845
1,09:53:09,1217
1,09:53:19,30
1,09:53:29,2254
1,09:53:39,1752.2
1,09:53:49,1205.6
1,09:53:59,2227.6
1,09:54:09,1401
1,09:54:19,68.8
1,09:54:29,2865.4
1,09:54:39,1511.2
1,09:54:49,1289
1,09:54:59,1026.4
1,09:55:09,1142.8
1,09:55:19,1377.2
1,09:55:29,722.6
1,09:55:39,419.4
1,09:55:49,472.8
1,09:55:59,2915.6
1,09:56:09,1056.6
1,09:56:19,1755.8
1,09:56:29,1064.2
1,09:56:39,2560
1,09:56:49,1086
1,09:56:59,2467.2
1,09:57:09,2829
1,09:57:19,1012.2
1,09:57:29,1773.4
1,09:57:39,378
1,09:57:49,182
1,09:57:59,557
1,09:58:09,314.4
1,09:58:19,154.2
1,09:58:29,106.8
1,09:58:39,3.6
1,09:58:49,2622.4
1,09:58:59,1078.8
1,09:59:09,393.2
1,09:59:19,1108.8
1,09:59:29,494
1,09:59:39,2175.8
1,09:59:49,467
1,09:59:59,1291.4
1,10:00:09,8.8
1,10:00:19,814.6
1,10:00:29,439.6
1,10:00:39,152.8
1,10:00:49,1723.6
1,10:00:59,2179.2
1,10:01:09,1818.4
1,10:01:19,2508
1,10:01:29,1356.6
1,10:01:39,1135.8
1,10:01:49,2208
1,10:01:59,2097.2
1,10:02:09,1064.6
1,10:02:19,1570
1,10:02:29,1954.2
1,10:02:39,922.6
1,10:02:49,999.8
1,10:02:59,1401.8
1,10:03:09,2976.4
1,10:03:19,2356.4
1,10:03:29,2930.6
1,10:03:39,2117.4
1,10:03:49,2824
1,10:03:59,1217
1,10:04:09,2172.8
1,10:04:19,2135.6
1,10:04:29,1458.4
1,10:04:39,709.2
1,10:04:49,248.2
1,10:04:59,2290.4
1,10:05:09,1775.2
1,10:05:19,2763
1,10:05:29,220.4
1,10:05:39,2877.6
1,10:05:49,368.4
1,10:05:59,474.2
1,10:06:09,1017.6
1,10:06:19,735.8
1,10:06:29,1336.6
1,10:06:39,1696.8
1,10:06:49,1652
1,10:06:59,624.4
1,10:07:09,1082.8
1,10:07:19,1398.4
1,10:07:29,452.8
1,10:07:39,1679.4
1,10:07:49,437.8
1,10:07:59,1388
1,10:08:09,223
1,10:08:19,2428.6
1,10:08:29,972.2
1,10:08:39,1577.6
1,10:08:49,1200.2
1,10:08:59,2274.6
1,10:09:09,2831.4
1,10:09:19,1939.6
1,10:09:29,1968.8
1,10:09:39,922
1,10:09:49,593.2
1,10:09:59,2324
1,10:10:09,310.2
1,10:10:19,1536.4
1,10:10:29,397.6
1,10:10:39,294.4
1,10:10:49,1349.8
1,10:10:59,2446.6
1,10:11:09,1085
1,10:11:19,1384.4
1,10:11:29,1773.6
1,10:11:39,1648
1,10:11:49,1205
1,10:11:59,2140.8
1,10:12:09,1603.6
1,10:12:19,2323.6
1,10:12:29,680.6
1,10:12:39,1340
1,10:12:49,2367
1,10:12:59,2660
1,10:13:09,1665.6
1,10:13:19,2890
1,10:13:29,977.2
1,10:13:39,1516
1,10:13:49,1082.2
1,10:13:59,1462
1,10:14:09,698.2
1,10:14:19,541.6
1,10:14:29,361.2
1,10:14:39,113.6
1,10:14:49,821.6
1,10:14:59,1536.2
1,10:15:09,1035.4
1,10:15:19,1197.6
1,10:15:29,1584.6
1,10:15:39,178.2
1,10:15:49,498
1,10:15:59,480.8
1,10:16:09,1910.8
1,10:16:19,405.2
1,10:16:29,471.2
1,10:16:39,216.2
1,10:16:49,2971.6
1,10:16:59,294.8
1,10:17:09,263.4
1,10:17:19,1065.6
1,10:17:29,2726.4
1,10:17:39,1433.8
1,10:17:49,2272.2
1,10:17:59,534.4
1,10:18:09,1159.4
1,10:18:19,1857.2
1,10:18:29,2685.2
1,10:18:39,1476.4
1,10:18:49,2862.8
1,10:18:59,2373.4
1,10:19:09,2264
1,10:19:19,540.6
1,10:19:29,2575.6
1,10:19:39,315.4
1,10:19:49,2414.2
1,10:19:59,1801.4
1,10:20:09,1843.6
1,10:20:19,387.2
1,10:20:29,195.6
1,10:20:39,417.4
1,10:20:49,553.4
1,10:20:59,2196.4
1,10:21:09,2901.8
1,10:21:19,823.2
1,10:21:29,2271.4
1,10:21:39,1394.8
1,10:21:49,1795
1,10:21:59,2699.4
1,10:22:09,2168
1,10:22:19,197
1,10:22:29,2460.6
1,10:22:39,263.6
1,10:22:49,175.8
1,10:22:59,1019.8
1,10:23:09,1620.4
1,10:23:19,1885
1,10:23:29,100.8
1,10:23:39,651.6
1,10:23:49,2653.6
1,10:23:59,762
1,10:24:09,1014.4
1,10:24:19,1020.6
1,10:24:29,648
1,10:24:39,1081.6
1,10:24:49,794.8
1,10:24:59,27.6
1,10:25:09,333.6
1,10:25:19,1524.8
1,10:25:29,2340.4
1,10:25:39,89.4
1,10:25:49,82.6
1,10:25:59,255
1,10:26:09,1828.6
1,10:26:19,1158.2
1,10:26:29,2650.2
1,10:26:39,2602.8
1,10:26:49,2993.6
1,10:26:59,708.2
1,10:27:09,2815.6
1,10:27:19,299
1,10:27:29,2050.2
1,10:27:39,2037.8
1,10:27:49,1854
1,10:27:59,93.2
1,10:28:09,514.8
1,10:28:19,2692
1,10:28:29,2873.6
1,10:28:39,2243.4
1,10:28:49,2932.6
1,10:28:59,351.8
1,10:29:09,2836.6
1,10:29:19,481
1,10:29:29,1974.6
1,10:29:39,1576.6
1,10:29:49,516.8
1,10:29:59,408
1,10:30:09,1002
1,10:30:19,484.6
1,10:30:29,444.8
1,10:30:39,32
1,10:30:49,1471.4
1,10:30:59,1802.2
1,10:31:09,984.6
1,10:31:19,930.6
1,10:31:29,386.6
1,10:31:39,113
1,10:31:49,2340.4
1,10:31:59,453.4
1,10:32:09,2939.8
1,10:32:19,2843.2
1,10:32:29,124.8
1,10:32:39,1324.8
1,10:32:49,1117
1,10:32:59,747
1,10:33:09,610.8
1,10:33:19,32.4
1,10:33:29,393.6
1,10:33:39,2818.2
1,10:33:49,2459.8
1,10:33:59,1645.8
1,10:34:09,2972.6
1,10:34:19,534.8
1,10:34:29,1162.4
1,10:34:39,1934.2
1,10:34:49,479.2
1,10:34:59,2918.2
1,10:35:09,325.2
1,10:35:19,367.8
1,10:35:29,867.4
1,10:35:39,2974.6
1,10:35:49,1863
1,10:35:59,1531.6
1,10:36:09,2144
1,10:36:19,2548.8
1,10:36:29,128.6
1,10:36:39,1508.2
1,10:36:49,2334.4
1,10:36:59,2038.8
1,10:37:09,1231.2
1,10:37:19,1789.6
1,10:37:29,2826
1,10:37:39,502
1,10:37:49,1147.8
1,10:37:59,2035
1,10:38:09,1103.4
1,10:38:19,1523.6
1,10:38:29,2219.6
1,10:38:39,573.2
1,10:38:49,2422.6
1,10:38:59,971
1,10:39:09,298.8
1,10:39:19,77
1,10:39:29,9.8
1,10:39:39,1025
1,10:39:49,2327.8
