id,time,values
1,19:17:36,2781.6
2,19:17:36,2753.2
3,19:17:36,1691.2
1,19:17:39,353.2
2,19:17:39,1212.8
3,19:17:39,1786.4
1,19:17:42,2711.8
2,19:17:42,262.6
3,19:17:42,2792.6
1,19:17:45,2568
2,19:17:45,1346.8
3,19:17:45,26.4
1,19:17:48,1791.2
2,19:17:48,1188.6
3,19:17:48,1444.4
1,19:17:51,21
2,19:17:51,2108.8
3,19:17:51,1866.8
1,19:17:54,1851.6
2,19:17:54,1686.4
3,19:17:54,2266.2
1,19:17:57,854
2,19:17:57,433.2
3,19:17:57,1631
1,19:18:00,509.2
2,19:18:00,1666.6
3,19:18:00,2176.8
1,19:18:03,456.2
2,19:18:03,643.8
3,19:18:03,2549.2
1,19:18:06,65.4
2,19:18:06,2974.4
3,19:18:06,2646.2
1,19:18:09,1972
2,19:18:09,768.2
3,19:18:09,1833.8
1,19:18:12,350
2,19:18:12,1686
3,19:18:12,2016.8
1,19:18:15,1332.4
2,19:18:15,1534
3,19:18:15,1411.6
1,19:18:18,740.8
2,19:18:18,1363.2
3,19:18:18,1427.6
1,19:18:21,219
2,19:18:21,2621.2
3,19:18:21,1278.2
1,19:18:24,1071.8
2,19:18:24,1206.4
3,19:18:24,424.2
1,19:18:27,2423.6
2,19:18:27,1403
3,19:18:27,2236
1,19:18:30,167
2,19:18:30,1553.2
3,19:18:30,299
1,19:18:33,2890.6
2,19:18:33,1301.6
3,19:18:33,2432.2
1,19:18:36,1229.6
2,19:18:36,1491.8
3,19:18:36,1351.8
1,19:18:39,725.2
2,19:18:39,1767.2
3,19:18:39,2471.4
1,19:18:42,1299.8
2,19:18:42,1379.8
3,19:18:42,1238.8
1,19:18:45,511.2
2,19:18:45,215.8
3,19:18:45,1258
1,19:18:48,2328.8
2,19:18:48,2023.2
3,19:18:48,1601.6
1,19:18:51,1117.6
2,19:18:51,2167.8
3,19:18:51,783
1,19:18:54,1236.4
2,19:18:54,2912.2
3,19:18:54,146.4
1,19:18:57,2803.8
2,19:18:57,2680
3,19:18:57,1083.6
1,19:19:00,2749.8
2,19:19:00,1157.8
3,19:19:00,1558.6
1,19:19:03,795.4
2,19:19:03,227.4
3,19:19:03,721.4
1,19:19:06,747.8
2,19:19:06,16.2
3,19:19:06,2379.4
1,19:19:09,2790.2
2,19:19:09,408.2
3,19:19:09,2506.8
1,19:19:12,411.6
2,19:19:12,2642.6
3,19:19:12,432
1,19:19:15,2638
2,19:19:15,341.6
3,19:19:15,406.6
1,19:19:18,962.2
2,19:19:18,2718.4
3,19:19:18,436.2
1,19:19:21,1155.8
2,19:19:21,1413.4
3,19:19:21,2240.4
1,19:19:24,116.2
2,19:19:24,1759
3,19:19:24,1271
1,19:19:27,65.8
2,19:19:27,1882.8
3,19:19:27,1753.6
1,19:19:30,420
2,19:19:30,2900.4
3,19:19:30,137.2
1,19:19:33,1659
2,19:19:33,448.4
3,19:19:33,2261.6
1,19:19:36,1114.2
2,19:19:36,2786.6
3,19:19:36,826
1,19:19:39,1022.8
2,19:19:39,1395.2
3,19:19:39,68.4
1,19:19:42,2126.8
2,19:19:42,962.8
3,19:19:42,2306.2
1,19:19:45,283.4
2,19:19:45,175
3,19:19:45,981.8
1,19:19:48,2517.6
2,19:19:48,1539.8
3,19:19:48,2943.2
1,19:19:51,395.8
2,19:19:51,2789
3,19:19:51,2310.6
1,19:19:54,311.8
2,19:19:54,1855.8
3,19:19:54,326.6
1,19:19:57,283.8
2,19:19:57,633.6
3,19:19:57,97.6
1,19:20:00,290.8
2,19:20:00,450.6
3,19:20:00,650.8
1,19:20:03,492.8
2,19:20:03,452.4
3,19:20:03,36
1,19:20:06,2711.8
2,19:20:06,2518.4
3,19:20:06,2898
1,19:20:09,1907
2,19:20:09,944.2
3,19:20:09,2544.8
1,19:20:12,2870
2,19:20:12,1082.2
3,19:20:12,433.2
1,19:20:15,165.8
2,19:20:15,2404
3,19:20:15,2939.4
1,19:20:18,2978.4
2,19:20:18,1276.6
3,19:20:18,1362
1,19:20:21,2103
2,19:20:21,668
3,19:20:21,1741.2
1,19:20:24,1779.2
2,19:20:24,735.4
3,19:20:24,1085.2
1,19:20:27,579.6
2,19:20:27,929.8
3,19:20:27,1071.6
1,19:20:30,714.8
2,19:20:30,475
3,19:20:30,2160.2
1,19:20:33,2037.6
2,19:20:33,2136.6
3,19:20:33,866.4
1,19:20:36,106
2,19:20:36,2376.2
3,19:20:36,2151.4
1,19:20:39,241.2
2,19:20:39,2978.2
3,19:20:39,2310.8
1,19:20:42,2375.8
2,19:20:42,1614.6
3,19:20:42,1791.8
1,19:20:45,2610.4
2,19:20:45,1182.4
3,19:20:45,531.4
1,19:20:48,2118
2,19:20:48,349.6
3,19:20:48,2261.4
1,19:20:51,1220.2
2,19:20:51,1867
3,19:20:51,205.2
1,19:20:54,2234
2,19:20:54,760.8
3,19:20:54,1472.4
